Species,Replicate,Dose,Time_h,RawOD
KT2440,3,15,5.5,0.34495474
KT2440,3,10,5.5,1.29201174
KT2440,3,5,5.5,1.238094918
KT2440,3,2,5.5,1.288160539
KT2440,3,1,5.5,1.345928563
KT2440,3,0,5.5,1.26890453
KT2440,1,90,5.75,0.083000035
KT2440,1,70,5.75,0.04833922
KT2440,1,50,5.75,0.063744027
KT2440,1,25,5.75,0.04833922
KT2440,1,20,5.75,0.049279249
KT2440,1,15,5.75,0.37183433
KT2440,1,10,5.75,1.303830945
KT2440,1,5,5.75,1.31538455
KT2440,1,2,5.75,1.334640558
KT2440,1,1,5.75,1.403962187
KT2440,1,0,5.75,1.092014857
KT2440,2,90,5.75,0.075297631
KT2440,2,70,5.75,0.040636817
KT2440,2,50,5.75,0.04833922
KT2440,2,25,5.75,0.036785615
KT2440,2,20,5.75,0.040319385
KT2440,2,15,5.75,0.353914603
KT2440,2,10,5.75,1.319235752
KT2440,2,5,5.75,1.319235752
KT2440,2,2,5.75,1.342342961
KT2440,2,1,5.75,1.350045364
KT2440,2,0,5.75,1.061205244
KT2440,3,90,5.75,0.09455364
KT2440,3,70,5.75,0.090702438
KT2440,3,50,5.75,0.056041623
KT2440,3,25,5.75,0.044488019
KT2440,3,20,5.75,0.044799317
KT2440,3,15,5.75,0.403193851
KT2440,3,10,5.75,1.326938155
KT2440,3,5,5.75,1.276872534
KT2440,3,2,5.75,1.33849176
KT2440,3,1,5.75,1.31538455
KT2440,3,0,5.75,1.222955711
KT2440,1,90,6,0.079016033
KT2440,1,70,6,0.04820642
KT2440,1,50,6,0.059760025
KT2440,1,25,6,0.04820642
KT2440,1,20,6,0.049279249
KT2440,1,15,6,0.439033305
KT2440,1,10,6,1.384573379
KT2440,1,5,6,1.446192605
KT2440,1,2,6,1.426936597
KT2440,1,1,6,1.434639
KT2440,1,0,6,1.245930121
KT2440,2,90,6,0.075164831
KT2440,2,70,6,0.040504017
KT2440,2,50,6,0.04820642
KT2440,2,25,6,0.036652815
KT2440,2,20,6,0.040319385
KT2440,2,15,6,0.416633646
KT2440,2,10,6,1.373019774
KT2440,2,5,6,1.38842458
KT2440,2,2,6,1.426936597
KT2440,2,1,6,1.38842458
KT2440,2,0,6,1.215120508
KT2440,3,90,6,0.094420839
KT2440,3,70,6,0.086718436
KT2440,3,50,6,0.063611227
KT2440,3,25,6,0.044355219
KT2440,3,20,6,0.044799317
KT2440,3,15,6,0.474872758
KT2440,3,10,6,1.403829387
KT2440,3,5,6,1.38842458
KT2440,3,2,6,1.473151016
KT2440,3,1,6,1.396126984
KT2440,3,0,6,1.141947677
KT2440,1,90,6.25,0.079281633
KT2440,1,70,6.25,0.04847202
KT2440,1,50,6.25,0.060025625
KT2440,1,25,6.25,0.044620819
KT2440,1,20,6.25,0.049279249
KT2440,1,15,6.25,0.515192143
KT2440,1,10,6.25,1.438755801
KT2440,1,5,6.25,1.596655067
KT2440,1,2,6.25,1.573547858
KT2440,1,1,6.25,1.561994253
KT2440,1,0,6.25,1.546589447
KT2440,2,90,6.25,0.075430432
KT2440,2,70,6.25,0.044620819
KT2440,2,50,6.25,0.04847202
KT2440,2,25,6.25,0.036918415
KT2440,2,20,6.25,0.031359522
KT2440,2,15,6.25,0.492792485
KT2440,2,10,6.25,1.404094987
KT2440,2,5,6.25,1.41179739
KT2440,2,2,6.25,1.515779834
KT2440,2,1,6.25,1.450309406
KT2440,2,0,6.25,1.307814947
KT2440,3,90,6.25,0.09468644
KT2440,3,70,6.25,0.098537641
KT2440,3,50,6.25,0.056174423
KT2440,3,25,6.25,0.044620819
KT2440,3,20,6.25,0.044799317
KT2440,3,15,6.25,0.555511529
KT2440,3,10,6.25,1.469565414
KT2440,3,5,6.25,1.481119019
KT2440,3,2,6.25,1.581250261
KT2440,3,1,6.25,1.515779834
KT2440,3,0,6.25,1.180725294
KT2440,1,90,6.5,0.079148833
KT2440,1,70,6.5,0.04833922
KT2440,1,50,6.5,0.059892825
KT2440,1,25,6.5,0.044488019
KT2440,1,20,6.5,0.044799317
KT2440,1,15,6.5,0.609270709
KT2440,1,10,6.5,1.480986219
KT2440,1,5,6.5,1.658141493
KT2440,1,2,6.5,1.619629477
KT2440,1,1,6.5,1.646587888
KT2440,1,0,6.5,1.638885485
KT2440,2,90,6.5,0.079148833
KT2440,2,70,6.5,0.040636817
KT2440,2,50,6.5,0.044488019
KT2440,2,25,6.5,0.036785615
KT2440,2,20,6.5,0.040319385
KT2440,2,15,6.5,0.577911187
KT2440,2,10,6.5,1.423218195
KT2440,2,5,6.5,1.50794463
KT2440,2,2,6.5,1.584968663
KT2440,2,1,6.5,1.565712655
KT2440,2,0,6.5,1.276872534
KT2440,3,90,6.5,0.09455364
KT2440,3,70,6.5,0.113809648
KT2440,3,50,6.5,0.063744027
KT2440,3,25,6.5,0.044488019
KT2440,3,20,6.5,0.044799317
KT2440,3,15,6.5,0.654070026
KT2440,3,10,6.5,1.561861453
KT2440,3,5,6.5,1.623480679
KT2440,3,2,6.5,1.577266259
KT2440,3,1,6.5,1.669695098
KT2440,3,0,6.5,1.419366993
KT2440,1,90,6.75,0.083000035
KT2440,1,70,6.75,0.04833922
KT2440,1,50,6.75,0.059892825
KT2440,1,25,6.75,0.044488019
KT2440,1,20,6.75,0.044799317
KT2440,1,15,6.75,0.716789069
KT2440,1,10,6.75,1.661992695
KT2440,1,5,6.75,1.816040759
KT2440,1,2,6.75,1.76982634
KT2440,1,1,6.75,1.777528743
KT2440,1,0,6.75,1.688951106
KT2440,2,90,6.75,0.079148833
KT2440,2,70,6.75,0.040636817
KT2440,2,50,6.75,0.044488019
KT2440,2,25,6.75,0.036785615
KT2440,2,20,6.75,0.035839453
KT2440,2,15,6.75,0.680949616
KT2440,2,10,6.75,1.477135018
KT2440,2,5,6.75,1.658141493
KT2440,2,2,6.75,1.712058316
KT2440,2,1,6.75,1.727463122
KT2440,2,0,6.75,1.569563856
KT2440,3,90,6.75,0.09455364
KT2440,3,70,6.75,0.09455364
KT2440,3,50,6.75,0.056041623
KT2440,3,25,6.75,0.044488019
KT2440,3,20,6.75,0.040319385
KT2440,3,15,6.75,0.766068318
KT2440,3,10,6.75,1.6735463
KT2440,3,5,6.75,1.750570332
KT2440,3,2,6.75,1.727463122
KT2440,3,1,6.75,1.873808783
KT2440,3,0,6.75,1.631183082
KT2440,1,90,7,0.079148833
KT2440,1,70,7,0.04833922
KT2440,1,50,7,0.059892825
KT2440,1,25,7,0.044488019
KT2440,1,20,7,0.044799317
KT2440,1,15,7,0.833267293
KT2440,1,10,7,1.819891961
KT2440,1,5,7,1.931576807
KT2440,1,2,7,1.885362388
KT2440,1,1,7,1.96238642
KT2440,1,0,7,1.850701574
KT2440,2,90,7,0.075297631
KT2440,2,70,7,0.040636817
KT2440,2,50,7,0.044488019
KT2440,2,25,7,0.036785615
KT2440,2,20,7,0.040319385
KT2440,2,15,7,0.797427839
KT2440,2,10,7,1.581117461
KT2440,2,5,7,1.816040759
KT2440,2,2,7,1.816040759
KT2440,2,1,7,1.893064791
KT2440,2,0,7,1.715909517
KT2440,3,90,7,0.09455364
KT2440,3,70,7,0.09455364
KT2440,3,50,7,0.059892825
KT2440,3,25,7,0.044488019
KT2440,3,20,7,0.044799317
KT2440,3,15,7,0.895986336
KT2440,3,10,7,1.789082348
KT2440,3,5,7,1.835296767
KT2440,3,2,7,1.916172001
KT2440,3,1,7,2.039410453
KT2440,3,0,7,1.846850372
KT2440,1,90,7.25,0.075164831
KT2440,1,70,7.25,0.04820642
KT2440,1,50,7.25,0.059760025
KT2440,1,25,7.25,0.044355219
KT2440,1,20,7.25,0.044799317
KT2440,1,15,7.25,0.967665243
KT2440,1,10,7.25,1.923741604
KT2440,1,5,7.25,1.969956024
KT2440,1,2,7.25,2.073938467
KT2440,1,1,7.25,2.139408894
KT2440,1,0,7.25,2.077789669
KT2440,2,90,7.25,0.075164831
KT2440,2,70,7.25,0.040504017
KT2440,2,50,7.25,0.044355219
KT2440,2,25,7.25,0.036652815
KT2440,2,20,7.25,0.040319385
KT2440,2,15,7.25,0.922865927
KT2440,2,10,7.25,1.74658633
KT2440,2,5,7.25,2.004616838
KT2440,2,2,7.25,2.004616838
KT2440,2,1,7.25,2.00846804
KT2440,2,0,7.25,1.896783193
KT2440,3,90,7.25,0.094420839
KT2440,3,70,7.25,0.094420839
KT2440,3,50,7.25,0.059760025
KT2440,3,25,7.25,0.044355219
KT2440,3,20,7.25,0.040319385
KT2440,3,15,7.25,1.034864219
KT2440,3,10,7.25,1.896783193
KT2440,3,5,7.25,1.877527185
KT2440,3,2,7.25,2.070087265
KT2440,3,1,7.25,2.131706491
KT2440,3,0,7.25,2.054682459
KT2440,1,90,7.5,0.075297631
KT2440,1,70,7.5,0.04833922
KT2440,1,50,7.5,0.059892825
KT2440,1,25,7.5,0.044488019
KT2440,1,20,7.5,0.044799317
KT2440,1,15,7.5,1.111023057
KT2440,1,10,7.5,2.162648904
KT2440,1,5,7.5,2.143392896
KT2440,1,2,7.5,2.270482549
KT2440,1,1,7.5,2.41682821
KT2440,1,0,7.5,2.235821735
KT2440,2,90,7.5,0.079148833
KT2440,2,70,7.5,0.040636817
KT2440,2,50,7.5,0.044488019
KT2440,2,25,7.5,0.036785615
KT2440,2,20,7.5,0.035839453
KT2440,2,15,7.5,1.06622374
KT2440,2,10,7.5,1.916172001
KT2440,2,5,7.5,2.116434485
KT2440,2,2,7.5,2.22426813
KT2440,2,1,7.5,2.178053711
KT2440,2,0,7.5,2.089476074
KT2440,3,90,7.5,0.098404841
KT2440,3,70,7.5,0.09455364
KT2440,3,50,7.5,0.07144643
KT2440,3,25,7.5,0.044488019
KT2440,3,20,7.5,0.040319385
KT2440,3,15,7.5,1.196141759
KT2440,3,10,7.5,2.185756114
KT2440,3,5,7.5,2.158797702
KT2440,3,2,7.5,2.22426813
KT2440,3,1,7.5,2.362911388
KT2440,3,0,7.5,2.216565727
KT2440,1,90,7.75,0.075430432
KT2440,1,70,7.75,0.04847202
KT2440,1,50,7.75,0.060025625
KT2440,1,25,7.75,0.044620819
KT2440,1,20,7.75,0.044799317
KT2440,1,15,7.75,1.267820666
KT2440,1,10,7.75,2.282168954
KT2440,1,5,7.75,2.255210543
KT2440,1,2,7.75,2.409258607
KT2440,1,1,7.75,2.478580236
KT2440,1,0,7.75,2.382300196
KT2440,2,90,7.75,0.075430432
KT2440,2,70,7.75,0.040769617
KT2440,2,50,7.75,0.044620819
KT2440,2,25,7.75,0.036918415
KT2440,2,20,7.75,0.040319385
KT2440,2,15,7.75,1.223021349
KT2440,2,10,7.75,2.066501664
KT2440,2,5,7.75,2.32068097
KT2440,2,2,7.75,2.34378818
KT2440,2,1,7.75,2.366895389
KT2440,2,0,7.75,2.208996123
KT2440,3,90,7.75,0.09468644
KT2440,3,70,7.75,0.079281633
KT2440,3,50,7.75,0.060025625
KT2440,3,25,7.75,0.044620819
KT2440,3,20,7.75,0.040319385
KT2440,3,15,7.75,1.361899231
KT2440,3,10,7.75,2.228252132
KT2440,3,5,7.75,2.32068097
KT2440,3,2,7.75,2.46317543
KT2440,3,1,7.75,2.586413881
KT2440,3,0,7.75,2.347639381
KT2440,1,90,8,0.075430432
KT2440,1,70,8,0.04847202
KT2440,1,50,8,0.060025625
KT2440,1,25,8,0.044620819
KT2440,1,20,8,0.044799317
KT2440,1,15,8,1.433578138
KT2440,1,10,8,2.332234575
KT2440,1,5,8,2.478580236
KT2440,1,2,8,2.601818688
KT2440,1,1,8,2.717354736
KT2440,1,0,8,2.555604268
KT2440,2,90,8,0.075430432
KT2440,2,70,8,0.040769617
KT2440,2,50,8,0.04847202
KT2440,2,25,8,0.033067214
KT2440,2,20,8,0.040319385
KT2440,2,15,8,1.397738685
KT2440,2,10,8,2.24750814
KT2440,2,5,8,2.544050664
KT2440,2,2,8,2.540199462
KT2440,2,1,8,2.586413881
KT2440,2,0,8,2.363044188
KT2440,3,90,8,0.09468644
KT2440,3,70,8,0.083132835
KT2440,3,50,8,0.075430432
KT2440,3,25,8,0.044620819
KT2440,3,20,8,0.044799317
KT2440,3,15,8,1.541096499
KT2440,3,10,8,2.401556204
KT2440,3,5,8,2.520943454
KT2440,3,2,8,2.717354736
KT2440,3,1,8,2.728908341
KT2440,3,0,8,2.505538647
KT2440,1,90,8.25,0.079281633
KT2440,1,70,8.25,0.04847202
KT2440,1,50,8.25,0.060025625
KT2440,1,25,8.25,0.044620819
KT2440,1,20,8.25,0.044799317
KT2440,1,15,8.25,1.608295474
KT2440,1,10,8.25,2.424663414
KT2440,1,5,8.25,2.671140317
KT2440,1,2,8.25,2.805932373
KT2440,1,1,8.25,2.906063615
KT2440,1,0,8.25,2.786676365
KT2440,2,90,8.25,0.07157923
KT2440,2,70,8.25,0.040769617
KT2440,2,50,8.25,0.044620819
KT2440,2,25,8.25,0.033067214
KT2440,2,20,8.25,0.040319385
KT2440,2,15,8.25,1.576935952
KT2440,2,10,8.25,2.424663414
KT2440,2,5,8.25,2.674991518
KT2440,2,2,8.25,2.744313147
KT2440,2,1,8.25,2.667289115
KT2440,2,0,8.25,2.486282639
KT2440,3,90,8.25,0.09468644
KT2440,3,70,8.25,0.063876827
KT2440,3,50,8.25,0.063876827
KT2440,3,25,8.25,0.044620819
KT2440,3,20,8.25,0.040319385
KT2440,3,15,8.25,1.733733561
KT2440,3,10,8.25,2.586413881
KT2440,3,5,8.25,2.755866752
KT2440,3,2,8.25,2.936873228
KT2440,3,1,8.25,2.859849196
KT2440,3,0,8.25,2.65573551
KT2440,1,90,8.5,0.079016033
KT2440,1,70,8.5,0.04820642
KT2440,1,50,8.5,0.059760025
KT2440,1,25,8.5,0.044355219
KT2440,1,20,8.5,0.040319385
KT2440,1,15,8.5,1.765093083
KT2440,1,10,8.5,2.601553088
KT2440,1,5,8.5,2.859583595
KT2440,1,2,8.5,3.005929257
KT2440,1,1,8.5,3.082953289
KT2440,1,0,8.5,2.959714837
KT2440,2,90,8.5,0.075164831
KT2440,2,70,8.5,0.040504017
KT2440,2,50,8.5,0.044355219
KT2440,2,25,8.5,0.036652815
KT2440,2,20,8.5,0.040319385
KT2440,2,15,8.5,1.733733561
KT2440,2,10,8.5,2.609255491
KT2440,2,5,8.5,2.828773983
KT2440,2,2,8.5,2.932756426
KT2440,2,1,8.5,2.805666773
KT2440,2,0,8.5,2.709386733
KT2440,3,90,8.5,0.094420839
KT2440,3,70,8.5,0.075164831
KT2440,3,50,8.5,0.075164831
KT2440,3,25,8.5,0.044355219
KT2440,3,20,8.5,0.044799317
KT2440,3,15,8.5,1.899491033
KT2440,3,10,8.5,2.747898749
KT2440,3,5,8.5,2.909649216
KT2440,3,2,8.5,3.075250886
KT2440,3,1,8.5,3.071399684
KT2440,3,0,8.5,2.840327587
KT2440,1,90,8.75,0.079016033
KT2440,1,70,8.75,0.04820642
KT2440,1,50,8.75,0.059760025
KT2440,1,25,8.75,0.044355219
KT2440,1,20,8.75,0.044799317
KT2440,1,15,8.75,1.903970965
KT2440,1,10,8.75,2.767154757
KT2440,1,5,8.75,3.13301891
KT2440,1,2,8.75,3.179233329
KT2440,1,1,8.75,3.25240616
KT2440,1,0,8.75,3.13301891
KT2440,2,90,8.75,0.079016033
KT2440,2,70,8.75,0.040504017
KT2440,2,50,8.75,0.044355219
KT2440,2,25,8.75,0.036652815
KT2440,2,20,8.75,0.040319385
KT2440,2,15,8.75,1.881571306
KT2440,2,10,8.75,2.771005958
KT2440,2,5,8.75,3.117614103
KT2440,2,2,8.75,3.163828523
KT2440,2,1,8.75,2.994375652
KT2440,2,0,8.75,2.898095612
KT2440,3,90,8.75,0.094420839
KT2440,3,70,8.75,0.079016033
KT2440,3,50,8.75,0.059760025
KT2440,3,25,8.75,0.044355219
KT2440,3,20,8.75,0.044799317
KT2440,3,15,8.75,2.05180871
KT2440,3,10,8.75,2.874988402
KT2440,3,5,8.75,3.260108563
KT2440,3,2,8.75,3.244703756
KT2440,3,1,8.75,3.210042942
KT2440,3,0,8.75,3.055994878
KT2440,1,90,9,0.075430432
KT2440,1,70,9,0.04847202
KT2440,1,50,9,0.060025625
KT2440,1,25,9,0.044620819
KT2440,1,20,9,0.044799317
KT2440,1,15,9,2.033888984
KT2440,1,10,9,2.936873228
KT2440,1,5,9,3.375910211
KT2440,1,2,9,3.449083042
KT2440,1,1,9,3.487595058
KT2440,1,0,9,3.329695792
KT2440,2,90,9,0.075430432
KT2440,2,70,9,0.040769617
KT2440,2,50,9,0.044620819
KT2440,2,25,9,0.033067214
KT2440,2,20,9,0.040319385
KT2440,2,15,9,2.011489325
KT2440,2,10,9,2.929170825
KT2440,2,5,9,3.399017421
KT2440,2,2,9,3.329695792
KT2440,2,1,9,3.233415752
KT2440,2,0,9,3.121730905
KT2440,3,90,9,0.09468644
KT2440,3,70,9,0.098537641
KT2440,3,50,9,0.063876827
KT2440,3,25,9,0.040769617
KT2440,3,20,9,0.044799317
KT2440,3,15,9,2.181726729
KT2440,3,10,9,3.021599663
KT2440,3,5,9,3.364356606
KT2440,3,2,9,3.452934244
KT2440,3,1,9,3.46833905
KT2440,3,0,9,3.268076566
KT2440,1,90,9.25,0.079148833
KT2440,1,70,9.25,0.04833922
KT2440,1,50,9.25,0.059892825
KT2440,1,25,9.25,0.040636817
KT2440,1,20,9.25,0.044799317
KT2440,1,15,9.25,2.145887276
KT2440,1,10,9.25,3.08693729
KT2440,1,5,9.25,3.610700709
KT2440,1,2,9.25,3.610700709
KT2440,1,1,9.25,3.66076633
KT2440,1,0,9.25,3.537527879
KT2440,2,90,9.25,0.075297631
KT2440,2,70,9.25,0.040636817
KT2440,2,50,9.25,0.044488019
KT2440,2,25,9.25,0.032934414
KT2440,2,20,9.25,0.040319385
KT2440,2,15,9.25,2.136927412
KT2440,2,10,9.25,3.044574073
KT2440,2,5,9.25,3.560635089
KT2440,2,2,9.25,3.552932685
KT2440,2,1,9.25,3.418140629
KT2440,2,0,9.25,3.341116597
KT2440,3,90,9.25,0.098404841
KT2440,3,70,9.25,0.086851236
KT2440,3,50,9.25,0.059892825
KT2440,3,25,9.25,0.044488019
KT2440,3,20,9.25,0.040319385
KT2440,3,15,9.25,2.311644748
KT2440,3,10,9.25,3.160110121
KT2440,3,5,9.25,3.653063927
KT2440,3,2,9.25,3.70698075
KT2440,3,1,9.25,3.610700709
KT2440,3,0,9.25,3.456652645
KT2440,1,90,9.5,0.079281633
KT2440,1,70,9.5,0.04847202
KT2440,1,50,9.5,0.060025625
KT2440,1,25,9.5,0.040769617
KT2440,1,20,9.5,0.040319385
KT2440,1,15,9.5,2.253405636
KT2440,1,10,9.5,3.25267176
KT2440,1,5,9.5,3.8265008
KT2440,1,2,9.5,3.811095993
KT2440,1,1,9.5,3.880417622
KT2440,1,0,9.5,3.722518356
KT2440,2,90,9.5,0.079281633
KT2440,2,70,9.5,0.040769617
KT2440,2,50,9.5,0.044620819
KT2440,2,25,9.5,0.033067214
KT2440,2,20,9.5,0.035839453
KT2440,2,15,9.5,2.244445773
KT2440,2,10,9.5,3.264225365
KT2440,2,5,9.5,3.853459211
KT2440,2,2,9.5,3.691708743
KT2440,2,1,9.5,3.61083351
KT2440,2,0,9.5,3.533809477
KT2440,3,90,9.5,0.09468644
KT2440,3,70,9.5,0.083132835
KT2440,3,50,9.5,0.075430432
KT2440,3,25,9.5,0.040769617
KT2440,3,20,9.5,0.040319385
KT2440,3,15,9.5,2.419163108
KT2440,3,10,9.5,3.306588582
KT2440,3,5,9.5,3.853459211
KT2440,3,2,9.5,3.891971227
KT2440,3,1,9.5,3.822649598
KT2440,3,0,9.5,3.664750332
KT2440,1,90,9.75,0.079148833
KT2440,1,70,9.75,0.04833922
KT2440,1,50,9.75,0.059892825
KT2440,1,25,9.75,0.040636817
KT2440,1,20,9.75,0.044799317
KT2440,1,15,9.75,2.356444065
KT2440,1,10,9.75,3.395033419
KT2440,1,5,9.75,4.030481685
KT2440,1,2,9.75,4.003523274
KT2440,1,1,9.75,4.04203529
KT2440,1,0,9.75,3.857177612
KT2440,2,90,9.75,0.075297631
KT2440,2,70,9.75,0.040636817
KT2440,2,50,9.75,0.044488019
KT2440,2,25,9.75,0.032934414
KT2440,2,20,9.75,0.035839453
KT2440,2,15,9.75,2.351964133
KT2440,2,10,9.75,3.383479814
KT2440,2,5,9.75,4.061291298
KT2440,2,2,9.75,3.89954083
KT2440,2,1,9.75,3.760897572
KT2440,2,0,9.75,3.676171137
KT2440,3,90,9.75,0.098404841
KT2440,3,70,9.75,0.083000035
KT2440,3,50,9.75,0.063744027
KT2440,3,25,9.75,0.040636817
KT2440,3,20,9.75,0.035839453
KT2440,3,15,9.75,2.5311614
KT2440,3,10,9.75,3.395033419
KT2440,3,5,9.75,4.011225677
KT2440,3,2,9.75,3.972713661
KT2440,3,1,9.75,3.94575525
KT2440,3,0,9.75,3.80326079
KT2440,1,90,10,0.079016033
KT2440,1,70,10,0.04820642
KT2440,1,50,10,0.059760025
KT2440,1,25,10,0.040504017
KT2440,1,20,10,0.040319385
KT2440,1,15,10,2.441562767
KT2440,1,10,10,3.56435349
KT2440,1,5,10,4.222908965
KT2440,1,2,10,4.215206562
KT2440,1,1,10,4.222908965
KT2440,1,0,10,4.061158498
KT2440,2,90,10,0.075164831
KT2440,2,70,10,0.040504017
KT2440,2,50,10,0.044355219
KT2440,2,25,10,0.032801614
KT2440,2,20,10,0.040319385
KT2440,2,15,10,2.446042698
KT2440,2,10,10,3.525841474
KT2440,2,5,10,4.238313772
KT2440,2,2,10,4.04190249
KT2440,2,1,10,3.961027256
KT2440,2,0,10,3.880152022
KT2440,3,90,10,0.094420839
KT2440,3,70,10,0.075164831
KT2440,3,50,10,0.067462428
KT2440,3,25,10,0.040504017
KT2440,3,20,10,0.040319385
KT2440,3,15,10,2.611800171
KT2440,3,10,10,3.614419111
KT2440,3,5,10,4.195950554
KT2440,3,2,10,4.203652957
KT2440,3,1,10,4.118926522
KT2440,3,0,10,3.999539272
KT2440,1,90,10.25,0.075164831
KT2440,1,70,10.25,0.04820642
KT2440,1,50,10.25,0.059760025
KT2440,1,25,10.25,0.040504017
KT2440,1,20,10.25,0.040319385
KT2440,1,15,10.25,2.508761742
KT2440,1,10,10.25,3.672187135
KT2440,1,5,10.25,4.411617844
KT2440,1,2,10.25,4.380808231
KT2440,1,1,10.25,4.369254627
KT2440,1,0,10.25,4.219057764
KT2440,2,90,10.25,0.075164831
KT2440,2,70,10.25,0.040504017
KT2440,2,50,10.25,0.044355219
KT2440,2,25,10.25,0.032801614
KT2440,2,20,10.25,0.035839453
KT2440,2,15,10.25,2.513241674
KT2440,2,10,10.25,3.672187135
KT2440,2,5,10.25,4.400064239
KT2440,2,2,10.25,4.184396949
KT2440,2,1,10.25,4.165140941
KT2440,2,0,10.25,4.026497683
KT2440,3,90,10.25,0.094420839
KT2440,3,70,10.25,0.086718436
KT2440,3,50,10.25,0.07131363
KT2440,3,25,10.25,0.040504017
KT2440,3,20,10.25,0.035839453
KT2440,3,15,10.25,2.687959009
KT2440,3,10,10.25,3.714550353
KT2440,3,5,10.25,4.338445014
KT2440,3,2,10.25,4.427022651
KT2440,3,1,10.25,4.346147417
KT2440,3,0,10.25,4.165140941
KT2440,1,90,10.5,0.075563232
KT2440,1,70,10.5,0.04860482
KT2440,1,50,10.5,0.060158425
KT2440,1,25,10.5,0.040902417
KT2440,1,20,10.5,0.044799317
KT2440,1,15,10.5,2.580440649
KT2440,1,10,10.5,3.807377592
KT2440,1,5,10.5,4.573766712
KT2440,1,2,10.5,4.523701091
KT2440,1,1,10.5,4.477486672
KT2440,1,0,10.5,4.373504228
KT2440,2,90,10.5,0.075563232
KT2440,2,70,10.5,0.040902417
KT2440,2,50,10.5,0.044753619
KT2440,2,25,10.5,0.033200014
KT2440,2,20,10.5,0.040319385
KT2440,2,15,10.5,2.589400512
KT2440,2,10,10.5,3.876699221
KT2440,2,5,10.5,4.515998688
KT2440,2,2,10.5,4.338843414
KT2440,2,1,10.5,4.323438607
KT2440,2,0,10.5,4.211753761
KT2440,3,90,10.5,0.09481924
KT2440,3,70,10.5,0.083265635
KT2440,3,50,10.5,0.07171203
KT2440,3,25,10.5,0.040902417
KT2440,3,20,10.5,0.040319385
KT2440,3,15,10.5,2.759637916
KT2440,3,10,10.5,3.872848019
KT2440,3,5,10.5,4.512147486
KT2440,3,2,10.5,4.489040277
KT2440,3,1,10.5,4.465933067
KT2440,3,0,10.5,4.334992212
KT2440,1,90,10.75,0.075563232
KT2440,1,70,10.75,0.04860482
KT2440,1,50,10.75,0.060158425
KT2440,1,25,10.75,0.040902417
KT2440,1,20,10.75,0.040319385
KT2440,1,15,10.75,2.638679761
KT2440,1,10,10.75,3.988384067
KT2440,1,5,10.75,4.700856365
KT2440,1,2,10.75,4.654641946
KT2440,1,1,10.75,4.619981131
KT2440,1,0,10.75,4.539105898
KT2440,2,90,10.75,0.07171203
KT2440,2,70,10.75,0.040902417
KT2440,2,50,10.75,0.044753619
KT2440,2,25,10.75,0.033200014
KT2440,2,20,10.75,0.035839453
KT2440,2,15,10.75,2.652119556
KT2440,2,10,10.75,3.992235269
KT2440,2,5,10.75,4.673897954
KT2440,2,2,10.75,4.489040277
KT2440,2,1,10.75,4.47363547
KT2440,2,0,10.75,4.381206632
KT2440,3,90,10.75,0.09481924
KT2440,3,70,10.75,0.079414433
KT2440,3,50,10.75,0.079414433
KT2440,3,25,10.75,0.040902417
KT2440,3,20,10.75,0.040319385
KT2440,3,15,10.75,2.813397096
KT2440,3,10,10.75,4.023044882
KT2440,3,5,10.75,4.627683535
KT2440,3,2,10.75,4.554510704
KT2440,3,1,10.75,4.566064309
KT2440,3,0,10.75,4.500593881
KT2440,1,90,11,0.079281633
KT2440,1,70,11,0.04847202
KT2440,1,50,11,0.060025625
KT2440,1,25,11,0.040769617
KT2440,1,20,11,0.040319385
KT2440,1,15,11,2.687959009
KT2440,1,10,11,4.203918557
KT2440,1,5,11,4.870176436
KT2440,1,2,11,4.750789186
KT2440,1,1,11,4.754640388
KT2440,1,0,11,4.770045194
KT2440,2,90,11,0.075430432
KT2440,2,70,11,0.040769617
KT2440,2,50,11,0.044620819
KT2440,2,25,11,0.033067214
KT2440,2,20,11,0.035839453
KT2440,2,15,11,2.696918873
KT2440,2,10,11,4.153852937
KT2440,2,5,11,4.785450001
KT2440,2,2,11,4.585187517
KT2440,2,1,11,4.589038718
KT2440,2,0,11,4.515865888
KT2440,3,90,11,0.09468644
KT2440,3,70,11,0.083132835
KT2440,3,50,11,0.07157923
KT2440,3,25,11,0.040769617
KT2440,3,20,11,0.040319385
KT2440,3,15,11,2.853716481
KT2440,3,10,11,4.153852937
KT2440,3,5,11,4.750789186
KT2440,3,2,11,4.677616355
KT2440,3,1,11,4.693021162
KT2440,3,0,11,4.642955541
KT2440,1,90,11.25,0.075297631
KT2440,1,70,11.25,0.04833922
KT2440,1,50,11.25,0.059892825
KT2440,1,25,11.25,0.040636817
KT2440,1,20,11.25,0.040319385
KT2440,1,15,11.25,2.710358668
KT2440,1,10,11.25,4.40019704
KT2440,1,5,11.25,4.974026079
KT2440,1,2,11.25,4.877746039
KT2440,1,1,11.25,4.870043636
KT2440,1,0,11.25,5.228205386
KT2440,2,90,11.25,0.075297631
KT2440,2,70,11.25,0.040636817
KT2440,2,50,11.25,0.044488019
KT2440,2,25,11.25,0.032934414
KT2440,2,20,11.25,0.035839453
KT2440,2,15,11.25,2.737238258
KT2440,2,10,11.25,4.311619402
KT2440,2,5,11.25,4.858490031
KT2440,2,2,11.25,4.715995572
KT2440,2,1,11.25,4.696739563
KT2440,2,0,11.25,4.685185959
KT2440,3,90,11.25,0.09455364
KT2440,3,70,11.25,0.07144643
