Species,Replicate,Dose,Time_h,RawOD
KT2440,3,50,11.25,0.075297631
KT2440,3,25,11.25,0.040636817
KT2440,3,20,11.25,0.040319385
KT2440,3,15,11.25,2.885076003
KT2440,3,10,11.25,4.330875411
KT2440,3,5,11.25,4.846936426
KT2440,3,2,11.25,4.789168402
KT2440,3,1,11.25,4.83153162
KT2440,3,0,11.25,4.835382821
KT2440,1,90,11.5,0.075297631
KT2440,1,70,11.5,0.04833922
KT2440,1,50,11.5,0.059892825
KT2440,1,25,11.5,0.040636817
KT2440,1,20,11.5,0.040319385
KT2440,1,15,11.5,2.732758326
KT2440,1,10,11.5,4.558096306
KT2440,1,5,11.5,5.104966934
KT2440,1,2,11.5,5.027942902
KT2440,1,1,11.5,5.0240917
KT2440,1,0,11.5,5.763522409
KT2440,2,90,11.5,0.075297631
KT2440,2,70,11.5,0.040636817
KT2440,2,50,11.5,0.044488019
KT2440,2,25,11.5,0.032934414
KT2440,2,20,11.5,0.035839453
KT2440,2,15,11.5,2.759637916
KT2440,2,10,11.5,4.523435491
KT2440,2,5,11.5,4.935514063
KT2440,2,2,11.5,4.850787628
KT2440,2,1,11.5,4.823829217
KT2440,2,0,11.5,4.866192434
KT2440,3,90,11.5,0.09455364
KT2440,3,70,11.5,0.075297631
KT2440,3,50,11.5,0.075297631
KT2440,3,25,11.5,0.040636817
KT2440,3,20,11.5,0.035839453
KT2440,3,15,11.5,2.907475662
KT2440,3,10,11.5,4.407899443
KT2440,3,5,11.5,4.958621273
KT2440,3,2,11.5,4.908555652
KT2440,3,1,11.5,4.931662862
KT2440,3,0,11.5,5.35914624
KT2440,1,90,11.75,0.075430432
KT2440,1,70,11.75,0.04847202
KT2440,1,50,11.75,0.060025625
KT2440,1,25,11.75,0.040769617
KT2440,1,20,11.75,0.040319385
KT2440,1,15,11.75,2.750678053
KT2440,1,10,11.75,4.704574767
KT2440,1,5,11.75,5.224486984
KT2440,1,2,11.75,5.124355742
KT2440,1,1,11.75,5.151314154
KT2440,1,0,11.75,5.71744079
KT2440,2,90,11.75,0.07157923
KT2440,2,70,11.75,0.040769617
KT2440,2,50,11.75,0.044620819
KT2440,2,25,11.75,0.033067214
KT2440,2,20,11.75,0.035839453
KT2440,2,15,11.75,2.790997438
KT2440,2,10,11.75,4.642955541
KT2440,2,5,11.75,5.062736516
KT2440,2,2,11.75,4.943349267
KT2440,2,1,11.75,4.943349267
KT2440,2,0,11.75,5.486368694
KT2440,3,90,11.75,0.09468644
KT2440,3,70,11.75,0.067728028
KT2440,3,50,11.75,0.07157923
KT2440,3,25,11.75,0.044620819
KT2440,3,20,11.75,0.035839453
KT2440,3,15,11.75,2.934355252
KT2440,3,10,11.75,4.550526702
KT2440,3,5,11.75,5.039629307
KT2440,3,2,11.75,5.016522097
KT2440,3,1,11.75,5.035778105
KT2440,3,0,11.75,5.856084048
KT2440,1,90,12,0.075563232
KT2440,1,70,12,0.04860482
KT2440,1,50,12,0.060158425
KT2440,1,25,12,0.040902417
KT2440,1,20,12,0.040319385
KT2440,1,15,12,2.76859778
KT2440,1,10,12,4.820243615
KT2440,1,5,12,5.505757502
KT2440,1,2,12,5.232322187
KT2440,1,1,12,5.463394284
KT2440,1,0,12,5.694466381
KT2440,2,90,12,0.075563232
KT2440,2,70,12,0.040902417
KT2440,2,50,12,0.044753619
KT2440,2,25,12,0.033200014
KT2440,2,20,12,0.035839453
KT2440,2,15,12,2.82235696
KT2440,2,10,12,4.720112373
KT2440,2,5,12,5.163000558
KT2440,2,2,12,5.07057172
KT2440,2,1,12,5.055166913
KT2440,2,0,12,5.890877663
KT2440,3,90,12,0.09481924
KT2440,3,70,12,0.083265635
KT2440,3,50,12,0.083265635
KT2440,3,25,12,0.040902417
KT2440,3,20,12,0.040319385
KT2440,3,15,12,2.95675491
KT2440,3,10,12,4.654641946
KT2440,3,5,12,5.136042147
KT2440,3,2,12,5.120637341
KT2440,3,1,12,5.151446954
KT2440,3,0,12,5.906282469
KT2440,1,90,12.25,0.075430432
KT2440,1,70,12.25,0.04847202
KT2440,1,50,12.25,0.060025625
KT2440,1,25,12.25,0.040769617
KT2440,1,20,12.25,0.040319385
KT2440,1,15,12.25,2.782037575
KT2440,1,10,12.25,4.939498065
KT2440,1,5,12.25,5.871488855
KT2440,1,2,12.25,5.528731911
KT2440,1,1,12.25,5.898447266
KT2440,1,0,12.25,5.563392726
KT2440,2,90,12.25,0.075430432
KT2440,2,70,12.25,0.040769617
KT2440,2,50,12.25,0.044620819
KT2440,2,25,12.25,0.033067214
KT2440,2,20,12.25,0.035839453
KT2440,2,15,12.25,2.844756618
KT2440,2,10,12.25,4.85477163
KT2440,2,5,12.25,5.270701403
KT2440,2,2,12.25,5.193677371
KT2440,2,1,12.25,5.174421363
KT2440,2,0,12.25,5.875340056
KT2440,3,90,12.25,0.09468644
KT2440,3,70,12.25,0.067728028
KT2440,3,50,12.25,0.07157923
KT2440,3,25,12.25,0.044620819
KT2440,3,20,12.25,0.035839453
KT2440,3,15,12.25,2.965714774
KT2440,3,10,12.25,4.785450001
KT2440,3,5,12.25,5.224486984
KT2440,3,2,12.25,5.205230976
KT2440,3,1,12.25,5.262999
KT2440,3,0,12.25,5.744399201
KT2440,1,90,12.5,0.075696032
KT2440,1,70,12.5,0.04873762
KT2440,1,50,12.5,0.060291225
KT2440,1,25,12.5,0.041035217
KT2440,1,20,12.5,0.040319385
KT2440,1,15,12.5,2.790997438
KT2440,1,10,12.5,5.055299713
KT2440,1,5,12.5,5.887159261
KT2440,1,2,12.5,5.921820076
KT2440,1,1,12.5,5.902564068
KT2440,1,0,12.5,5.444271076
KT2440,2,90,12.5,0.075696032
KT2440,2,70,12.5,0.041035217
KT2440,2,50,12.5,0.044886419
KT2440,2,25,12.5,0.033332814
KT2440,2,20,12.5,0.035839453
KT2440,2,15,12.5,2.858196413
KT2440,2,10,12.5,5.009085294
KT2440,2,5,12.5,5.482783092
KT2440,2,2,12.5,5.274818205
KT2440,2,1,12.5,5.394205455
KT2440,2,0,12.5,5.783176818
KT2440,3,90,12.5,0.09495204
KT2440,3,70,12.5,0.067993628
KT2440,3,50,12.5,0.067993628
KT2440,3,25,12.5,0.04873762
KT2440,3,20,12.5,0.035839453
KT2440,3,15,12.5,2.9836345
KT2440,3,10,12.5,4.916656455
KT2440,3,5,12.5,5.321032624
KT2440,3,2,12.5,5.278669407
KT2440,3,1,12.5,5.532848713
KT2440,3,0,12.5,5.517443907
KT2440,1,90,12.75,0.075164831
KT2440,1,70,12.75,0.04820642
KT2440,1,50,12.75,0.059760025
KT2440,1,25,12.75,0.040504017
KT2440,1,20,12.75,0.040319385
KT2440,1,15,12.75,2.799957301
KT2440,1,10,12.75,5.154899755
KT2440,1,5,12.75,5.771092013
KT2440,1,2,12.75,6.040676125
KT2440,1,1,12.75,5.878925658
KT2440,1,0,12.75,5.47840069
KT2440,2,90,12.75,0.075164831
KT2440,2,70,12.75,0.040504017
KT2440,2,50,12.75,0.044355219
KT2440,2,25,12.75,0.032801614
KT2440,2,20,12.75,0.035839453
KT2440,2,15,12.75,2.871636208
KT2440,2,10,12.75,5.112536537
KT2440,2,5,12.75,5.863520851
KT2440,2,2,12.75,5.566978327
KT2440,2,1,12.75,5.659407166
KT2440,2,0,12.75,5.751836005
KT2440,3,90,12.75,0.094420839
KT2440,3,70,12.75,0.07131363
KT2440,3,50,12.75,0.075164831
KT2440,3,25,12.75,0.044355219
KT2440,3,20,12.75,0.035839453
KT2440,3,15,12.75,2.992594364
KT2440,3,10,12.75,4.993149287
KT2440,3,5,12.75,5.543871118
KT2440,3,2,12.75,5.493805497
KT2440,3,1,12.75,5.821157634
KT2440,3,0,12.75,5.470698287
KT2440,1,90,13,0.075563232
KT2440,1,70,13,0.04860482
KT2440,1,50,13,0.060158425
KT2440,1,25,13,0.040902417
KT2440,1,20,13,0.040319385
KT2440,1,15,13,2.813397096
KT2440,1,10,13,5.243875792
KT2440,1,5,13,5.682912776
KT2440,1,2,13,6.014116114
KT2440,1,1,13,5.555823123
KT2440,1,0,13,5.517311107
KT2440,2,90,13,0.07171203
KT2440,2,70,13,0.040902417
KT2440,2,50,13,0.044753619
KT2440,2,25,13,0.033200014
KT2440,2,20,13,0.035839453
KT2440,2,15,13,2.880596072
KT2440,2,10,13,5.197661373
KT2440,2,5,13,5.898580066
KT2440,2,2,13,5.890877663
KT2440,2,1,13,5.994860106
KT2440,2,0,13,5.463394284
KT2440,3,90,13,0.09481924
KT2440,3,70,13,0.067860828
KT2440,3,50,13,0.079414433
KT2440,3,25,13,0.044753619
KT2440,3,20,13,0.035839453
KT2440,3,15,13,3.006034159
KT2440,3,10,13,5.07057172
KT2440,3,5,13,5.86006805
KT2440,3,2,13,5.833109639
KT2440,3,1,13,6.006413711
KT2440,3,0,13,5.521162308
KT2440,1,90,13.25,0.075696032
KT2440,1,70,13.25,0.04873762
KT2440,1,50,13.25,0.060291225
KT2440,1,25,13.25,0.037184016
KT2440,1,20,13.25,0.040319385
KT2440,1,15,13.25,2.835796755
KT2440,1,10,13.25,5.328735028
KT2440,1,5,13.25,5.640682358
KT2440,1,2,13.25,5.748516003
KT2440,1,1,13.25,5.374949447
KT2440,1,0,13.25,5.567509528
KT2440,2,90,13.25,0.075696032
KT2440,2,70,13.25,0.041035217
KT2440,2,50,13.25,0.044886419
KT2440,2,25,13.25,0.033332814
KT2440,2,20,13.25,0.035839453
KT2440,2,15,13.25,2.90299573
KT2440,2,10,13.25,5.290223012
KT2440,2,5,13.25,5.960332092
KT2440,2,2,13.25,6.033504922
KT2440,2,1,13.25,5.975736898
KT2440,2,0,13.25,5.521295108
KT2440,3,90,13.25,0.09495204
KT2440,3,70,13.25,0.07184483
KT2440,3,50,13.25,0.067993628
KT2440,3,25,13.25,0.044886419
KT2440,3,20,13.25,0.035839453
KT2440,3,15,13.25,3.028433817
KT2440,3,10,13.25,5.159282157
KT2440,3,5,13.25,5.910266471
KT2440,3,2,13.25,5.9795881
KT2440,3,1,13.25,6.010397713
KT2440,3,0,13.25,5.532848713
KT2440,1,90,13.5,0.075563232
KT2440,1,70,13.5,0.04860482
KT2440,1,50,13.5,0.060158425
KT2440,1,25,13.5,0.037051215
KT2440,1,20,13.5,0.040319385
KT2440,1,15,13.5,2.840276686
KT2440,1,10,13.5,5.421031066
KT2440,1,5,13.5,5.432584671
KT2440,1,2,13.5,5.401775058
KT2440,1,1,13.5,5.390221453
KT2440,1,0,13.5,5.62129355
KT2440,2,90,13.5,0.07171203
KT2440,2,70,13.5,0.040902417
KT2440,2,50,13.5,0.044753619
KT2440,2,25,13.5,0.033200014
KT2440,2,20,13.5,0.035839453
KT2440,2,15,13.5,2.907475662
KT2440,2,10,13.5,5.359411841
KT2440,2,5,13.5,5.921687276
KT2440,2,2,13.5,6.029520921
KT2440,2,1,13.5,5.744532002
KT2440,2,0,13.5,5.536567115
KT2440,3,90,13.5,0.09481924
KT2440,3,70,13.5,0.060158425
KT2440,3,50,13.5,0.07171203
KT2440,3,25,13.5,0.04860482
KT2440,3,20,13.5,0.035839453
KT2440,3,15,13.5,3.028433817
KT2440,3,10,13.5,5.236173389
KT2440,3,5,13.5,5.952496888
KT2440,3,2,13.5,5.948645687
KT2440,3,1,13.5,5.890877663
KT2440,3,0,13.5,5.582781534
KT2440,1,90,13.75,0.079547233
KT2440,1,70,13.75,0.04873762
KT2440,1,50,13.75,0.060291225
KT2440,1,25,13.75,0.037184016
KT2440,1,20,13.75,0.040319385
KT2440,1,15,13.75,2.858196413
KT2440,1,10,13.75,5.494336697
KT2440,1,5,13.75,5.448122278
KT2440,1,2,13.75,5.390354253
KT2440,1,1,13.75,5.448122278
KT2440,1,0,13.75,5.671491971
KT2440,2,90,13.75,0.075696032
KT2440,2,70,13.75,0.041035217
KT2440,2,50,13.75,0.044886419
KT2440,2,25,13.75,0.033332814
KT2440,2,20,13.75,0.035839453
KT2440,2,15,13.75,2.92987532
KT2440,2,10,13.75,5.417312665
KT2440,2,5,13.75,5.952629689
KT2440,2,2,13.75,5.917968874
KT2440,2,1,13.75,5.563658326
KT2440,2,0,13.75,5.579063132
KT2440,3,90,13.75,0.09495204
KT2440,3,70,13.75,0.067993628
KT2440,3,50,13.75,0.075696032
KT2440,3,25,13.75,0.041035217
KT2440,3,20,13.75,0.035839453
KT2440,3,15,13.75,3.046353544
KT2440,3,10,13.75,5.328735028
KT2440,3,5,13.75,5.960332092
KT2440,3,2,13.75,5.71770639
KT2440,3,1,13.75,5.663789568
KT2440,3,0,13.75,5.625277552
KT2440,1,90,14,0.075430432
KT2440,1,70,14,0.04847202
KT2440,1,50,14,0.060025625
KT2440,1,25,14,0.036918415
KT2440,1,20,14,0.040319385
KT2440,1,15,14,2.867156277
KT2440,1,10,14,5.574946331
KT2440,1,5,14,5.470963887
KT2440,1,2,14,5.432451871
KT2440,1,1,14,5.509475903
KT2440,1,0,14,5.698184782
KT2440,2,90,14,0.075430432
KT2440,2,70,14,0.040769617
KT2440,2,50,14,0.044620819
KT2440,2,25,14,0.033067214
KT2440,2,20,14,0.035839453
KT2440,2,15,14,2.947795047
KT2440,2,10,14,5.486368694
KT2440,2,5,14,5.863786451
KT2440,2,2,14,5.532583113
KT2440,2,1,14,5.467112686
KT2440,2,0,14,5.613458347
KT2440,3,90,14,0.09468644
KT2440,3,70,14,0.067728028
KT2440,3,50,14,0.067728028
KT2440,3,25,14,0.040769617
KT2440,3,20,14,0.035839453
KT2440,3,15,14,3.068753202
KT2440,3,10,14,5.413195863
KT2440,3,5,14,5.975471298
KT2440,3,2,14,5.494071097
KT2440,3,1,14,5.590351137
KT2440,3,0,14,5.655821564
KT2440,1,90,14.25,0.075696032
KT2440,1,70,14.25,0.04873762
KT2440,1,50,14.25,0.060291225
KT2440,1,25,14.25,0.037184016
KT2440,1,20,14.25,0.040319385
KT2440,1,15,14.25,2.885076003
KT2440,1,10,14.25,5.62142635
KT2440,1,5,14.25,5.490485495
KT2440,1,2,14.25,5.490485495
KT2440,1,1,14.25,5.559807124
KT2440,1,0,14.25,5.710003987
KT2440,2,90,14.25,0.07184483
KT2440,2,70,14.25,0.041035217
KT2440,2,50,14.25,0.044886419
KT2440,2,25,14.25,0.033332814
KT2440,2,20,14.25,0.035839453
KT2440,2,15,14.25,2.95675491
KT2440,2,10,14.25,5.540551116
KT2440,2,5,14.25,5.683045576
KT2440,2,2,14.25,5.471229487
KT2440,2,1,14.25,5.440419874
KT2440,2,0,14.25,5.652235963
KT2440,3,90,14.25,0.09495204
KT2440,3,70,14.25,0.064142427
KT2440,3,50,14.25,0.079547233
KT2440,3,25,14.25,0.041035217
KT2440,3,20,14.25,0.035839453
KT2440,3,15,14.25,3.082192997
KT2440,3,10,14.25,5.482783092
KT2440,3,5,14.25,5.910266471
KT2440,3,2,14.25,5.417312665
KT2440,3,1,14.25,5.451973479
KT2440,3,0,14.25,5.694599181
KT2440,1,90,14.5,0.075563232
KT2440,1,70,14.5,0.04860482
KT2440,1,50,14.5,0.060158425
KT2440,1,25,14.5,0.037051215
KT2440,1,20,14.5,0.040319385
KT2440,1,15,14.5,2.894035867
KT2440,1,10,14.5,5.655954364
KT2440,1,5,14.5,5.521162308
KT2440,1,2,14.5,5.548120719
KT2440,1,1,14.5,5.59818634
KT2440,1,0,14.5,5.732978397
KT2440,2,90,14.5,0.07171203
KT2440,2,70,14.5,0.040902417
KT2440,2,50,14.5,0.044753619
KT2440,2,25,14.5,0.033200014
KT2440,2,20,14.5,0.035839453
KT2440,2,15,14.5,2.974674637
KT2440,2,10,14.5,5.594335139
KT2440,2,5,14.5,5.609739945
KT2440,2,2,14.5,5.432584671
KT2440,2,1,14.5,5.459543082
KT2440,2,0,14.5,5.686763977
KT2440,3,90,14.5,0.09481924
KT2440,3,70,14.5,0.064009627
KT2440,3,50,14.5,0.067860828
KT2440,3,25,14.5,0.040902417
KT2440,3,20,14.5,0.035839453
KT2440,3,15,14.5,3.091152861
KT2440,3,10,14.5,5.548120719
KT2440,3,5,14.5,5.867770453
KT2440,3,2,14.5,5.447989478
KT2440,3,1,14.5,5.521162308
KT2440,3,0,14.5,5.721424792
KT2440,1,90,14.75,0.075297631
KT2440,1,70,14.75,0.04833922
KT2440,1,50,14.75,0.059892825
KT2440,1,25,14.75,0.036785615
KT2440,1,20,14.75,0.040319385
KT2440,1,15,14.75,2.889555935
KT2440,1,10,14.75,5.705754385
KT2440,1,5,14.75,5.551706321
KT2440,1,2,14.75,5.594069539
KT2440,1,1,14.75,5.647986361
KT2440,1,0,14.75,5.751968805
KT2440,2,90,14.75,0.075297631
KT2440,2,70,14.75,0.040636817
KT2440,2,50,14.75,0.044488019
KT2440,2,25,14.75,0.032934414
KT2440,2,20,14.75,0.035839453
KT2440,2,15,14.75,2.974674637
KT2440,2,10,14.75,5.667242369
KT2440,2,5,14.75,5.517045506
KT2440,2,2,14.75,5.486235894
KT2440,2,1,14.75,5.52474791
KT2440,2,0,14.75,5.725010393
KT2440,3,90,14.75,0.09455364
KT2440,3,70,14.75,0.059892825
KT2440,3,50,14.75,0.07144643
KT2440,3,25,14.75,0.040636817
KT2440,3,20,14.75,0.035839453
KT2440,3,15,14.75,3.104592656
KT2440,3,10,14.75,5.613325547
KT2440,3,5,14.75,5.663391168
KT2440,3,2,14.75,5.482384692
KT2440,3,1,14.75,5.570962329
KT2440,3,0,14.75,5.748117603
KT2440,1,90,15,0.075828832
KT2440,1,70,15,0.04887042
KT2440,1,50,15,0.060424025
KT2440,1,25,15,0.037316816
KT2440,1,20,15,0.040319385
KT2440,1,15,15,2.907475662
KT2440,1,10,15,5.744797602
KT2440,1,5,15,5.571493529
KT2440,1,2,15,5.640815158
KT2440,1,1,15,5.698583182
KT2440,1,0,15,5.767904811
KT2440,2,90,15,0.075828832
KT2440,2,70,15,0.041168017
KT2440,2,50,15,0.045019219
KT2440,2,25,15,0.033465614
KT2440,2,20,15,0.031359522
KT2440,2,15,15,2.988114432
KT2440,2,10,15,5.721690392
KT2440,2,5,15,5.54838632
KT2440,2,2,15,5.521427908
KT2440,2,1,15,5.575344731
KT2440,2,0,15,5.756351206
KT2440,3,90,15,0.09508484
KT2440,3,70,15,0.060424025
KT2440,3,50,15,0.075828832
KT2440,3,25,15,0.041168017
KT2440,3,20,15,0.035839453
KT2440,3,15,15,3.113552519
KT2440,3,10,15,5.660071166
KT2440,3,5,15,5.552237521
KT2440,3,2,15,5.532981513
KT2440,3,1,15,5.617707948
KT2440,3,0,15,5.771756013
KT2440,1,90,15.25,0.075164831
KT2440,1,70,15.25,0.098272041
KT2440,1,50,15.25,0.086718436
KT2440,1,25,15.25,0.052057622
KT2440,1,20,15.25,0.040319385
KT2440,1,15,15.25,2.934355252
KT2440,1,10,15.25,5.613192747
KT2440,1,5,15.25,5.447591077
KT2440,1,2,15.25,5.513061505
KT2440,1,1,15.25,5.559275924
KT2440,1,0,15.25,5.38212065
KT2440,2,90,15.25,0.079016033
KT2440,2,70,15.25,0.07131363
KT2440,2,50,15.25,0.075164831
KT2440,2,25,15.25,0.044355219
KT2440,2,20,15.25,0.035839453
KT2440,2,15,15.25,3.014994022
KT2440,2,10,15.25,5.69406798
KT2440,2,5,15.25,5.470698287
KT2440,2,2,15.25,5.5015079
KT2440,2,1,15.25,5.536168714
KT2440,2,0,15.25,5.509210303
KT2440,3,90,15.25,0.098272041
KT2440,3,70,15.25,0.067462428
KT2440,3,50,15.25,0.079016033
KT2440,3,25,15.25,0.055908823
KT2440,3,20,15.25,0.035839453
KT2440,3,15,15.25,3.135952177
KT2440,3,10,15.25,5.678663174
KT2440,3,5,15.25,5.412930263
KT2440,3,2,15.25,5.516912706
KT2440,3,1,15.25,5.582383134
KT2440,3,0,15.25,5.38212065
KT2440,1,90,15.5,0.075164831
KT2440,1,70,15.5,0.04820642
KT2440,1,50,15.5,0.055908823
KT2440,1,25,15.5,0.036652815
KT2440,1,20,15.5,0.040319385
KT2440,1,15,15.5,2.92987532
KT2440,1,10,15.5,5.898181666
KT2440,1,5,15.5,5.647853561
KT2440,1,2,15.5,5.744133601
KT2440,1,1,15.5,5.774943214
KT2440,1,0,15.5,5.713323988
KT2440,2,90,15.5,0.079016033
KT2440,2,70,15.5,0.040504017
KT2440,2,50,15.5,0.044355219
KT2440,2,25,15.5,0.028950412
KT2440,2,20,15.5,0.035839453
KT2440,2,15,15.5,3.023953885
KT2440,2,10,15.5,5.890479263
KT2440,2,5,15.5,5.582383134
KT2440,2,2,15.5,5.632448755
KT2440,2,1,15.5,5.678663174
KT2440,2,0,15.5,5.71717519
KT2440,3,90,15.5,0.098272041
KT2440,3,70,15.5,0.090569638
KT2440,3,50,15.5,0.082867235
KT2440,3,25,15.5,0.040504017
KT2440,3,20,15.5,0.035839453
KT2440,3,15,15.5,3.144912041
KT2440,3,10,15.5,5.85966965
KT2440,3,5,15.5,5.543871118
KT2440,3,2,15.5,5.62089515
KT2440,3,1,15.5,5.697919182
KT2440,3,0,15.5,5.736431198
KT2440,1,90,15.75,0.075696032
KT2440,1,70,15.75,0.04873762
KT2440,1,50,15.75,0.056440024
KT2440,1,25,15.75,0.037184016
KT2440,1,20,15.75,0.040319385
KT2440,1,15,15.75,2.952274979
KT2440,1,10,15.75,5.93337368
KT2440,1,5,15.75,5.663789568
KT2440,1,2,15.75,5.76392081
KT2440,1,1,15.75,5.787028019
KT2440,1,0,15.75,5.721557592
KT2440,2,90,15.75,0.075696032
KT2440,2,70,15.75,0.041035217
KT2440,2,50,15.75,0.044886419
KT2440,2,25,15.75,0.029481612
KT2440,2,20,15.75,0.035839453
KT2440,2,15,15.75,3.041873612
KT2440,2,10,15.75,5.944927285
KT2440,2,5,15.75,5.62142635
KT2440,2,2,15.75,5.683045576
KT2440,2,1,15.75,5.71770639
KT2440,2,0,15.75,5.694599181
KT2440,3,90,15.75,0.098803241
KT2440,3,70,15.75,0.07184483
KT2440,3,50,15.75,0.083398435
KT2440,3,25,15.75,0.041035217
KT2440,3,20,15.75,0.035839453
KT2440,3,15,15.75,3.158351836
KT2440,3,10,15.75,5.856349648
KT2440,3,5,15.75,5.582914334
KT2440,3,2,15.75,5.667640769
KT2440,3,1,15.75,5.733111197
KT2440,3,0,15.75,5.733111197
KT2440,1,90,16,0.075696032
KT2440,1,70,16,0.04873762
KT2440,1,50,16,0.056440024
KT2440,1,25,16,0.037184016
KT2440,1,20,16,0.040319385
KT2440,1,15,16,2.952274979
KT2440,1,10,16,5.968034495
KT2440,1,5,16,5.663789568
KT2440,1,2,16,5.775474414
KT2440,1,1,16,5.790879221
KT2440,1,0,16,5.721557592
KT2440,2,90,16,0.075696032
KT2440,2,70,16,0.044886419
KT2440,2,50,16,0.052588822
KT2440,2,25,16,0.029481612
KT2440,2,20,16,0.035839453
KT2440,2,15,16,3.046353544
KT2440,2,10,16,5.994992906
KT2440,2,5,16,5.648384761
KT2440,2,2,16,5.721557592
KT2440,2,1,16,5.752367205
KT2440,2,0,16,5.690747979
KT2440,3,90,16,0.098803241
KT2440,3,70,16,0.083398435
KT2440,3,50,16,0.091100838
KT2440,3,25,16,0.041035217
KT2440,3,20,16,0.040319385
KT2440,3,15,16,3.167311699
KT2440,3,10,16,5.887159261
KT2440,3,5,16,5.602170342
KT2440,3,2,16,5.698450382
KT2440,3,1,16,5.76392081
KT2440,3,0,16,5.736962398
KT2440,1,90,16.25,0.075696032
KT2440,1,70,16.25,0.04873762
KT2440,1,50,16.25,0.056440024
KT2440,1,25,16.25,0.037184016
KT2440,1,20,16.25,0.040319385
KT2440,1,15,16.25,2.970194705
KT2440,1,10,16.25,6.045058527
KT2440,1,5,16.25,5.686896777
KT2440,1,2,16.25,5.798581624
KT2440,1,1,16.25,5.802432826
KT2440,1,0,16.25,5.710003987
KT2440,2,90,16.25,0.075696032
KT2440,2,70,16.25,0.041035217
KT2440,2,50,16.25,0.044886419
KT2440,2,25,16.25,0.029481612
KT2440,2,20,16.25,0.035839453
KT2440,2,15,16.25,3.068753202
KT2440,2,10,16.25,6.033504922
KT2440,2,5,16.25,5.659938366
KT2440,2,2,16.25,5.744664802
KT2440,2,1,16.25,5.771623213
KT2440,2,0,16.25,5.690747979
KT2440,3,90,16.25,0.098803241
KT2440,3,70,16.25,0.064142427
KT2440,3,50,16.25,0.083398435
KT2440,3,25,16.25,0.041035217
KT2440,3,20,16.25,0.040319385
KT2440,3,15,16.25,3.185231426
KT2440,3,10,16.25,5.960332092
KT2440,3,5,16.25,5.617575148
KT2440,3,2,16.25,5.725408794
KT2440,3,1,16.25,5.779325616
KT2440,3,0,16.25,5.733111197
KT2440,1,90,16.5,0.079547233
KT2440,1,70,16.5,0.04873762
KT2440,1,50,16.5,0.056440024
KT2440,1,25,16.5,0.037184016
KT2440,1,20,16.5,0.040319385
KT2440,1,15,16.5,2.974674637
KT2440,1,10,16.5,6.072016938
KT2440,1,5,16.5,5.702301584
KT2440,1,2,16.5,5.817837632
KT2440,1,1,16.5,5.813986431
KT2440,1,0,16.5,5.721557592
KT2440,2,90,16.5,0.075696032
KT2440,2,70,16.5,0.041035217
KT2440,2,50,16.5,0.044886419
KT2440,2,25,16.5,0.029481612
KT2440,2,20,16.5,0.035839453
KT2440,2,15,16.5,3.073233134
KT2440,2,10,16.5,6.07586814
KT2440,2,5,16.5,5.683045576
KT2440,2,2,16.5,5.771623213
KT2440,2,1,16.5,5.790879221
KT2440,2,0,16.5,5.698450382
KT2440,3,90,16.5,0.098803241
KT2440,3,70,16.5,0.056440024
KT2440,3,50,16.5,0.091100838
KT2440,3,25,16.5,0.044886419
KT2440,3,20,16.5,0.040319385
KT2440,3,15,16.5,3.189711358
KT2440,3,10,16.5,5.998844108
KT2440,3,5,16.5,5.636831156
KT2440,3,2,16.5,5.752367205
KT2440,3,1,16.5,5.794730422
KT2440,3,0,16.5,5.729259995
KT2440,1,90,16.75,0.075828832
KT2440,1,70,16.75,0.04887042
KT2440,1,50,16.75,0.056572824
KT2440,1,25,16.75,0.037316816
KT2440,1,20,16.75,0.040319385
KT2440,1,15,16.75,2.965714774
KT2440,1,10,16.75,6.09910815
KT2440,1,5,16.75,5.725541594
KT2440,1,2,16.75,5.833375239
KT2440,1,1,16.75,5.833375239
KT2440,1,0,16.75,5.733243997
KT2440,2,90,16.75,0.075828832
KT2440,2,70,16.75,0.041168017
KT2440,2,50,16.75,0.045019219
KT2440,2,25,16.75,0.029614412
KT2440,2,20,16.75,0.035839453
KT2440,2,15,16.75,3.073233134
KT2440,2,10,16.75,6.110661755
KT2440,2,5,16.75,5.706285586
KT2440,2,2,16.75,5.794863223
KT2440,2,1,16.75,5.810268029
KT2440,2,0,16.75,5.710136787
KT2440,3,90,16.75,0.098936041
KT2440,3,70,16.75,0.052721622
KT2440,3,50,16.75,0.087382437
KT2440,3,25,16.75,0.041168017
KT2440,3,20,16.75,0.040319385
KT2440,3,15,16.75,3.198671221
KT2440,3,10,16.75,6.025935319
KT2440,3,5,16.75,5.663922368
KT2440,3,2,16.75,5.775607215
KT2440,3,1,16.75,5.814119231
KT2440,3,0,16.75,5.737095198
KT2440,1,90,17,0.075961632
KT2440,1,70,17,0.04900322
KT2440,1,50,17,0.056705624
KT2440,1,25,17,0.037449616
KT2440,1,20,17,0.040319385
KT2440,1,15,17,2.974674637
KT2440,1,10,17,6.122348159
KT2440,1,5,17,5.733376797
KT2440,1,2,17,5.83735924
KT2440,1,1,17,5.833508039
KT2440,1,0,17,5.725674394
KT2440,2,90,17,0.075961632
KT2440,2,70,17,0.041300817
KT2440,2,50,17,0.045152019
KT2440,2,25,17,0.029747212
KT2440,2,20,17,0.035839453
KT2440,2,15,17,3.082192997
KT2440,2,10,17,6.157008974
KT2440,2,5,17,5.714120789
KT2440,2,2,17,5.806549627
