Time,Plate,Well,Raw_od,hour,Well_id,Plt_well,Well_row,Well_column,Condition,Ratio,XMIC,MIC ug/ml,Raw_od_min,OD,Plt_Cond_Ratio_Time,mean_OD_zero,Fit
0:00:34,1,A1,0.205,0.00944,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.03,1 - SF - 20 - 0:00:34,0.03,1
0:59:29,1,A1,0.2,0.99139,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.03,1 - SF - 20 - 0:59:29,0.03,1
1:59:31,1,A1,0.2,1.99194,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.03,1 - SF - 20 - 1:59:31,0.03,1
2:59:31,1,A1,0.2,2.99194,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.03,1 - SF - 20 - 2:59:31,0.03,1
3:59:33,1,A1,0.202,3.9925,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.03,1 - SF - 20 - 3:59:33,0.067333333,0.445544554
4:59:33,1,A1,0.205,4.9925,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.03,1 - SF - 20 - 4:59:33,0.153333333,0.195652174
5:59:34,1,A1,0.21,5.99278,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.03,1 - SF - 20 - 5:59:34,0.168,0.178571429
6:59:35,1,A1,0.216,6.99306,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.03,1 - SF - 20 - 6:59:35,0.17,0.176470588
7:59:36,1,A1,0.226,7.99333,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.03,1 - SF - 20 - 7:59:36,0.171,0.175438596
8:59:37,1,A1,0.236,8.99361,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.036,1 - SF - 20 - 8:59:37,0.171,0.210526316
9:59:38,1,A1,0.25,9.99389,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.05,1 - SF - 20 - 9:59:38,0.17,0.294117647
10:59:39,1,A1,0.26,10.99417,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.06,1 - SF - 20 - 10:59:39,0.169,0.355029586
11:59:40,1,A1,0.27,11.99444,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.07,1 - SF - 20 - 11:59:40,0.167666667,0.41749503
12:59:41,1,A1,0.266,12.99472,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.066,1 - SF - 20 - 12:59:41,0.165333333,0.399193548
13:59:42,1,A1,0.266,13.995,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.066,1 - SF - 20 - 13:59:42,0.163333333,0.404081633
14:59:43,1,A1,0.265,14.99528,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.065,1 - SF - 20 - 14:59:43,0.162,0.401234568
15:59:44,1,A1,0.264,15.99556,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.064,1 - SF - 20 - 15:59:44,0.161333333,0.396694215
16:59:45,1,A1,0.263,16.99583,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.063,1 - SF - 20 - 16:59:45,0.16,0.39375
17:59:44,1,A1,0.262,17.99556,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.062,1 - SF - 20 - 17:59:44,0.16,0.3875
18:59:45,1,A1,0.262,18.99583,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.062,1 - SF - 20 - 18:59:45,0.159333333,0.389121339
19:59:47,1,A1,0.26,19.99639,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.06,1 - SF - 20 - 19:59:47,0.158333333,0.378947368
20:59:47,1,A1,0.261,20.99639,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.061,1 - SF - 20 - 20:59:47,0.158666667,0.384453782
21:59:49,1,A1,0.258,21.99694,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 21:59:49,0.159333333,0.364016736
22:59:50,1,A1,0.258,22.99722,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 22:59:50,0.159666667,0.363256785
23:59:51,1,A1,0.258,23.9975,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 23:59:51,0.157333333,0.368644068
24:59:51,1,A1,0.257,24.9975,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.057,1 - SF - 20 - 24:59:51,0.158333333,0.36
25:59:52,1,A1,0.258,25.99778,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 25:59:52,0.158333333,0.366315789
26:59:54,1,A1,0.258,26.99833,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 26:59:54,0.158,0.367088608
27:59:54,1,A1,0.258,27.99833,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 27:59:54,0.158,0.367088608
28:59:55,1,A1,0.258,28.99861,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 28:59:55,0.158,0.367088608
29:59:56,1,A1,0.258,29.99889,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 29:59:56,0.158,0.367088608
30:59:57,1,A1,0.258,30.99917,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 30:59:57,0.158,0.367088608
31:59:58,1,A1,0.258,31.99944,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 31:59:58,0.158666667,0.365546218
32:59:58,1,A1,0.259,32.99944,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.059,1 - SF - 20 - 32:59:58,0.16,0.36875
34:00:00,1,A1,0.258,34,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.058,1 - SF - 20 - 34:00:00,0.159333333,0.364016736
35:00:01,1,A1,0.259,35.00028,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.059,1 - SF - 20 - 35:00:01,0.159,0.371069182
36:00:01,1,A1,0.259,36.00028,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.059,1 - SF - 20 - 36:00:01,0.159666667,0.369519833
37:00:02,1,A1,0.259,37.00056,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.059,1 - SF - 20 - 37:00:02,0.16,0.36875
38:00:03,1,A1,0.26,38.00083,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.06,1 - SF - 20 - 38:00:03,0.160333333,0.374220374
39:00:04,1,A1,0.261,39.00111,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.061,1 - SF - 20 - 39:00:04,0.16,0.38125
40:00:05,1,A1,0.26,40.00139,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.06,1 - SF - 20 - 40:00:05,0.160666667,0.373443983
41:00:06,1,A1,0.261,41.00167,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.061,1 - SF - 20 - 41:00:06,0.161666667,0.377319588
42:00:06,1,A1,0.261,42.00167,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.061,1 - SF - 20 - 42:00:06,0.161666667,0.377319588
43:00:08,1,A1,0.261,43.00222,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.061,1 - SF - 20 - 43:00:08,0.162,0.37654321
44:00:09,1,A1,0.262,44.0025,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.062,1 - SF - 20 - 44:00:09,0.163,0.380368098
45:00:09,1,A1,0.262,45.0025,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.062,1 - SF - 20 - 45:00:09,0.164,0.37804878
46:00:11,1,A1,0.263,46.00306,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.063,1 - SF - 20 - 46:00:11,0.164666667,0.382591093
47:00:11,1,A1,0.263,47.00306,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.063,1 - SF - 20 - 47:00:11,0.165,0.381818182
48:00:12,1,A1,0.264,48.00333,SPL1,1 - SPL1,A,1,SF,20,128,29.19296,0.2,0.064,1 - SF - 20 - 48:00:12,0.165666667,0.386317907
0:00:34,2,A1,0.201,0.00944,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.03,2 - SF - 20 - 0:00:34,0.03,1
0:59:29,2,A1,0.217,0.99139,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.031,2 - SF - 20 - 0:59:29,0.03,1.033333333
1:59:31,2,A1,0.188,1.99194,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.03,2 - SF - 20 - 1:59:31,0.03,1
2:59:31,2,A1,0.186,2.99194,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.03,2 - SF - 20 - 2:59:31,0.03,1
3:59:33,2,A1,0.189,3.9925,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.03,2 - SF - 20 - 3:59:33,0.061333333,0.489130435
4:59:33,2,A1,0.193,4.9925,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.03,2 - SF - 20 - 4:59:33,0.117666667,0.254957507
5:59:34,2,A1,0.199,5.99278,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.03,2 - SF - 20 - 5:59:34,0.126333333,0.237467018
6:59:35,2,A1,0.207,6.99306,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.03,2 - SF - 20 - 6:59:35,0.128333333,0.233766234
7:59:36,2,A1,0.22,7.99333,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.034,2 - SF - 20 - 7:59:36,0.128666667,0.264248705
8:59:37,2,A1,0.234,8.99361,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.048,2 - SF - 20 - 8:59:37,0.129,0.372093023
9:59:38,2,A1,0.245,9.99389,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.059,2 - SF - 20 - 9:59:38,0.129,0.457364341
10:59:39,2,A1,0.242,10.99417,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.056,2 - SF - 20 - 10:59:39,0.128666667,0.435233161
11:59:40,2,A1,0.241,11.99444,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.055,2 - SF - 20 - 11:59:40,0.127666667,0.430809399
12:59:41,2,A1,0.241,12.99472,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.055,2 - SF - 20 - 12:59:41,0.125666667,0.437665782
13:59:42,2,A1,0.24,13.995,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.054,2 - SF - 20 - 13:59:42,0.124333333,0.434316354
14:59:43,2,A1,0.239,14.99528,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.053,2 - SF - 20 - 14:59:43,0.123666667,0.428571429
15:59:44,2,A1,0.238,15.99556,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.052,2 - SF - 20 - 15:59:44,0.122333333,0.42506812
16:59:44,2,A1,0.237,16.99556,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.051,2 - SF - 20 - 16:59:44,0.121666667,0.419178082
17:59:44,2,A1,0.238,17.99556,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.052,2 - SF - 20 - 17:59:44,0.122,0.426229508
18:59:45,2,A1,0.236,18.99583,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.05,2 - SF - 20 - 18:59:45,0.122,0.409836066
19:59:47,2,A1,0.236,19.99639,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.05,2 - SF - 20 - 19:59:47,0.121666667,0.410958904
20:59:47,2,A1,0.236,20.99639,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.05,2 - SF - 20 - 20:59:47,0.122,0.409836066
21:59:49,2,A1,0.235,21.99694,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.049,2 - SF - 20 - 21:59:49,0.122,0.401639344
22:59:50,2,A1,0.235,22.99722,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.049,2 - SF - 20 - 22:59:50,0.122333333,0.400544959
23:59:51,2,A1,0.235,23.9975,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.049,2 - SF - 20 - 23:59:51,0.122,0.401639344
24:59:52,2,A1,0.235,24.99778,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.049,2 - SF - 20 - 24:59:52,0.122,0.401639344
25:59:53,2,A1,0.235,25.99806,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.049,2 - SF - 20 - 25:59:53,0.122666667,0.399456522
26:59:54,2,A1,0.235,26.99833,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.049,2 - SF - 20 - 26:59:54,0.122666667,0.399456522
27:59:54,2,A1,0.235,27.99833,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.049,2 - SF - 20 - 27:59:54,0.123666667,0.396226415
28:59:55,2,A1,0.235,28.99861,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.049,2 - SF - 20 - 28:59:55,0.123333333,0.397297297
29:59:56,2,A1,0.235,29.99889,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.049,2 - SF - 20 - 29:59:56,0.124333333,0.394101877
30:59:57,2,A1,0.235,30.99917,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.049,2 - SF - 20 - 30:59:57,0.124666667,0.393048128
31:59:58,2,A1,0.236,31.99944,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.05,2 - SF - 20 - 31:59:58,0.125333333,0.39893617
32:59:58,2,A1,0.237,32.99944,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.051,2 - SF - 20 - 32:59:58,0.125666667,0.405835544
34:00:00,2,A1,0.237,34,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.051,2 - SF - 20 - 34:00:00,0.126666667,0.402631579
35:00:01,2,A1,0.238,35.00028,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.052,2 - SF - 20 - 35:00:01,0.128,0.40625
36:00:02,2,A1,0.239,36.00056,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.053,2 - SF - 20 - 36:00:02,0.129,0.410852713
37:00:02,2,A1,0.24,37.00056,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.054,2 - SF - 20 - 37:00:02,0.130333333,0.414322251
38:00:03,2,A1,0.241,38.00083,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.055,2 - SF - 20 - 38:00:03,0.131666667,0.417721519
39:00:04,2,A1,0.241,39.00111,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.055,2 - SF - 20 - 39:00:04,0.133,0.413533835
40:00:05,2,A1,0.243,40.00139,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.057,2 - SF - 20 - 40:00:05,0.133333333,0.4275
41:00:06,2,A1,0.243,41.00167,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.057,2 - SF - 20 - 41:00:06,0.135333333,0.421182266
42:00:07,2,A1,0.244,42.00194,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.058,2 - SF - 20 - 42:00:07,0.137333333,0.422330097
43:00:08,2,A1,0.244,43.00222,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.058,2 - SF - 20 - 43:00:08,0.139,0.417266187
44:00:09,2,A1,0.246,44.0025,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.06,2 - SF - 20 - 44:00:09,0.140666667,0.426540284
45:00:10,2,A1,0.246,45.00278,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.06,2 - SF - 20 - 45:00:10,0.143,0.41958042
46:00:11,2,A1,0.247,46.00306,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.061,2 - SF - 20 - 46:00:11,0.145,0.420689655
47:00:11,2,A1,0.247,47.00306,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.061,2 - SF - 20 - 47:00:11,0.146666667,0.415909091
48:00:12,2,A1,0.248,48.00333,SPL1,2 - SPL1,A,1,SF,20,128,29.19296,0.186,0.062,2 - SF - 20 - 48:00:12,0.150666667,0.411504425
0:00:34,3,A1,0.209,0.00944,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.03,3 - SFP - 20 - 0:00:34,0.032333333,0.927835052
0:59:29,3,A1,0.205,0.99139,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.03,3 - SFP - 20 - 0:59:29,0.03,1
1:59:31,3,A1,0.204,1.99194,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.03,3 - SFP - 20 - 1:59:31,0.03,1
2:59:31,3,A1,0.205,2.99194,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.03,3 - SFP - 20 - 2:59:31,0.03,1
3:59:33,3,A1,0.205,3.9925,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.03,3 - SFP - 20 - 3:59:33,0.042333333,0.708661417
4:59:33,3,A1,0.208,4.9925,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.03,3 - SFP - 20 - 4:59:33,0.136666667,0.219512195
5:59:35,3,A1,0.211,5.99306,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.03,3 - SFP - 20 - 5:59:35,0.235666667,0.127298444
6:59:35,3,A1,0.217,6.99306,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.03,3 - SFP - 20 - 6:59:35,0.248333333,0.120805369
7:59:36,3,A1,0.225,7.99333,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.03,3 - SFP - 20 - 7:59:36,0.243333333,0.123287671
8:59:37,3,A1,0.234,8.99361,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.03,3 - SFP - 20 - 8:59:37,0.239,0.125523013
9:59:38,3,A1,0.246,9.99389,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.042,3 - SFP - 20 - 9:59:38,0.233666667,0.179743224
10:59:38,3,A1,0.258,10.99389,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.054,3 - SFP - 20 - 10:59:38,0.228666667,0.236151603
11:59:40,3,A1,0.267,11.99444,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.063,3 - SFP - 20 - 11:59:40,0.223666667,0.281669151
12:59:41,3,A1,0.265,12.99472,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.061,3 - SFP - 20 - 12:59:41,0.217666667,0.280245023
13:59:42,3,A1,0.264,13.995,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.06,3 - SFP - 20 - 13:59:42,0.211,0.28436019
14:59:43,3,A1,0.264,14.99528,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.06,3 - SFP - 20 - 14:59:43,0.207333333,0.289389068
15:59:44,3,A1,0.263,15.99556,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.059,3 - SFP - 20 - 15:59:44,0.202333333,0.291598023
16:59:44,3,A1,0.264,16.99556,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.06,3 - SFP - 20 - 16:59:44,0.198333333,0.302521008
17:59:44,3,A1,0.263,17.99556,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.059,3 - SFP - 20 - 17:59:44,0.194333333,0.303602058
18:59:45,3,A1,0.263,18.99583,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.059,3 - SFP - 20 - 18:59:45,0.192333333,0.306759099
19:59:47,3,A1,0.263,19.99639,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.059,3 - SFP - 20 - 19:59:47,0.19,0.310526316
20:59:48,3,A1,0.263,20.99667,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.059,3 - SFP - 20 - 20:59:48,0.188,0.313829787
21:59:49,3,A1,0.263,21.99694,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.059,3 - SFP - 20 - 21:59:49,0.186666667,0.316071429
22:59:50,3,A1,0.263,22.99722,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.059,3 - SFP - 20 - 22:59:50,0.186333333,0.316636852
23:59:51,3,A1,0.264,23.9975,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.06,3 - SFP - 20 - 23:59:51,0.185666667,0.323159785
24:59:51,3,A1,0.264,24.9975,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.06,3 - SFP - 20 - 24:59:51,0.185333333,0.323741007
25:59:53,3,A1,0.265,25.99806,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.061,3 - SFP - 20 - 25:59:53,0.185,0.32972973
26:59:54,3,A1,0.266,26.99833,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.062,3 - SFP - 20 - 26:59:54,0.184666667,0.335740072
27:59:54,3,A1,0.266,27.99833,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.062,3 - SFP - 20 - 27:59:54,0.184666667,0.335740072
28:59:55,3,A1,0.267,28.99861,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.063,3 - SFP - 20 - 28:59:55,0.184333333,0.341772152
29:59:56,3,A1,0.268,29.99889,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.064,3 - SFP - 20 - 29:59:56,0.185,0.345945946
30:59:57,3,A1,0.27,30.99917,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.066,3 - SFP - 20 - 30:59:57,0.185,0.356756757
31:59:58,3,A1,0.271,31.99944,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.067,3 - SFP - 20 - 31:59:58,0.184666667,0.362815884
32:59:58,3,A1,0.274,32.99944,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.07,3 - SFP - 20 - 32:59:58,0.184666667,0.379061372
34:00:00,3,A1,0.274,34,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.07,3 - SFP - 20 - 34:00:00,0.185,0.378378378
35:00:01,3,A1,0.274,35.00028,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.07,3 - SFP - 20 - 35:00:01,0.185333333,0.377697842
36:00:02,3,A1,0.276,36.00056,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.072,3 - SFP - 20 - 36:00:02,0.185666667,0.387791741
37:00:02,3,A1,0.278,37.00056,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.074,3 - SFP - 20 - 37:00:02,0.186,0.397849462
38:00:03,3,A1,0.28,38.00083,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.076,3 - SFP - 20 - 38:00:03,0.186666667,0.407142857
39:00:04,3,A1,0.282,39.00111,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.078,3 - SFP - 20 - 39:00:04,0.186666667,0.417857143
40:00:05,3,A1,0.287,40.00139,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.083,3 - SFP - 20 - 40:00:05,0.187333333,0.443060498
41:00:06,3,A1,0.291,41.00167,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.087,3 - SFP - 20 - 41:00:06,0.187333333,0.464412811
42:00:07,3,A1,0.3,42.00194,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.096,3 - SFP - 20 - 42:00:07,0.188333333,0.509734513
43:00:08,3,A1,0.309,43.00222,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.105,3 - SFP - 20 - 43:00:08,0.188666667,0.556537102
44:00:09,3,A1,0.317,44.0025,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.113,3 - SFP - 20 - 44:00:09,0.189333333,0.596830986
45:00:10,3,A1,0.324,45.00278,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.12,3 - SFP - 20 - 45:00:10,0.189666667,0.632688928
46:00:11,3,A1,0.323,46.00306,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.119,3 - SFP - 20 - 46:00:11,0.19,0.626315789
47:00:11,3,A1,0.323,47.00306,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.119,3 - SFP - 20 - 47:00:11,0.191,0.623036649
48:00:12,3,A1,0.318,48.00333,SPL1,3 - SPL1,A,1,SFP,20,128,29.19296,0.204,0.114,3 - SFP - 20 - 48:00:12,0.192333333,0.592720971
0:00:34,4,A1,0.179,0.00944,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.03,4 - SFP - 20 - 0:00:34,0.03,1
0:59:29,4,A1,0.176,0.99139,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.03,4 - SFP - 20 - 0:59:29,0.03,1
1:59:31,4,A1,0.176,1.99194,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.03,4 - SFP - 20 - 1:59:31,0.03,1
2:59:31,4,A1,0.178,2.99194,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.03,4 - SFP - 20 - 2:59:31,0.03,1
3:59:33,4,A1,0.181,3.9925,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.03,4 - SFP - 20 - 3:59:33,0.042,0.714285714
4:59:33,4,A1,0.184,4.9925,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.03,4 - SFP - 20 - 4:59:33,0.101666667,0.295081967
5:59:35,4,A1,0.191,5.99306,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.03,4 - SFP - 20 - 5:59:35,0.118,0.254237288
6:59:35,4,A1,0.2,6.99306,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.03,4 - SFP - 20 - 6:59:35,0.121333333,0.247252747
7:59:36,4,A1,0.211,7.99333,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.035,4 - SFP - 20 - 7:59:36,0.122,0.286885246
8:59:37,4,A1,0.225,8.99361,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.049,4 - SFP - 20 - 8:59:37,0.122333333,0.400544959
9:59:38,4,A1,0.235,9.99389,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.059,4 - SFP - 20 - 9:59:38,0.122333333,0.482288828
10:59:38,4,A1,0.239,10.99389,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.063,4 - SFP - 20 - 10:59:38,0.122333333,0.514986376
11:59:40,4,A1,0.238,11.99444,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.062,4 - SFP - 20 - 11:59:40,0.121333333,0.510989011
12:59:41,4,A1,0.24,12.99472,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.064,4 - SFP - 20 - 12:59:41,0.120333333,0.531855956
13:59:42,4,A1,0.241,13.995,SPL1,4 - SPL1,A,1,SFP,20,128,29.19296,0.176,0.065,4 - SFP - 20 - 13:59:42,0.118666667,0.547752809
